word,count,frequency
scoring,1,1.00630551033e-06
betted,1,1.00630551033e-06
regardance,1,1.00630551033e-06
better,634,0.000637997693548
damascus,1,1.00630551033e-06
carve,11,1.10693606136e-05
overcome,12,1.20756661239e-05
within_,3,3.01891653098e-06
downy,4,4.02522204131e-06
donors,1,1.00630551033e-06
haviour,6,6.03783306197e-06
prithee,171,0.000172078242266
weakness,27,2.71702487788e-05
downs,2,2.01261102066e-06
wedlocke,1,1.00630551033e-06
singularity,3,3.01891653098e-06
cogitation,1,1.00630551033e-06
downe,20,2.01261102066e-05
leaner,1,1.00630551033e-06
fringed,1,1.00630551033e-06
wend,3,3.01891653098e-06
mistrust,19,1.91198046962e-05
fringes,1,1.00630551033e-06
dulness,3,3.01891653098e-06
went,113,0.000113712522667
dout,2,2.01261102066e-06
knocks_,1,1.00630551033e-06
principles,1,1.00630551033e-06
stayest,1,1.00630551033e-06
ridest,1,1.00630551033e-06
misord,1,1.00630551033e-06
extract,1,1.00630551033e-06
contend,18,1.81134991859e-05
undeserver,2,2.01261102066e-06
sluts,2,2.01261102066e-06
content,180,0.000181134991859
sparkle,5,5.03152755164e-06
undeserved,5,5.03152755164e-06
hushes,1,1.00630551033e-06
turning,29,2.91828597995e-05
noseless,1,1.00630551033e-06
quaking,2,2.01261102066e-06
entrap,5,5.03152755164e-06
lineal,8,8.05044408262e-06
absey,1,1.00630551033e-06
starts,18,1.81134991859e-05
professions,4,4.02522204131e-06
mutines,1,1.00630551033e-06
deems,1,1.00630551033e-06
tamora,90,9.05674959295e-05
cloys,1,1.00630551033e-06
unhardned,1,1.00630551033e-06
debase,3,3.01891653098e-06
twisted,3,3.01891653098e-06
keiser,1,1.00630551033e-06
witnessing,2,2.01261102066e-06
fiery,50,5.03152755164e-05
somewhat,18,1.81134991859e-05
ravin,4,4.02522204131e-06
peculiar,8,8.05044408262e-06
moorfields,1,1.00630551033e-06
solomon,2,2.01261102066e-06
silly,25,2.51576377582e-05
deserving,20,2.01261102066e-05
spoiled,2,2.01261102066e-06
fathomless,1,1.00630551033e-06
mought,1,1.00630551033e-06
fellowly,1,1.00630551033e-06
churl,9,9.05674959295e-06
churn,1,1.00630551033e-06
prattling,2,2.01261102066e-06
undispos,1,1.00630551033e-06
embassade,1,1.00630551033e-06
chest,13,1.30819716343e-05
chess,1,1.00630551033e-06
hoods,1,1.00630551033e-06
prosperities,1,1.00630551033e-06
tye,3,3.01891653098e-06
somme,1,1.00630551033e-06
bounced,1,1.00630551033e-06
ministret,1,1.00630551033e-06
quallities,1,1.00630551033e-06
leonato,195,0.000196229574514
leonati,3,3.01891653098e-06
mailing,1,1.00630551033e-06
retire,48,4.83026644957e-05
ending,18,1.81134991859e-05
deftly,1,1.00630551033e-06
treaties,1,1.00630551033e-06
attempts,7,7.04413857229e-06
chartered,1,1.00630551033e-06
uneasiness,1,1.00630551033e-06
stepping,1,1.00630551033e-06
thromuldo,1,1.00630551033e-06
acquit,10,1.00630551033e-05
acquir,2,2.01261102066e-06
unwitnessed,1,1.00630551033e-06
wolfish,1,1.00630551033e-06
hoars,1,1.00630551033e-06
cripple,5,5.03152755164e-06
hoard,4,4.02522204131e-06
topmast,2,2.01261102066e-06
wearing,19,1.91198046962e-05
compounded,12,1.20756661239e-05
perceivd,1,1.00630551033e-06
perceive,102,0.000102643162053
appertains,1,1.00630551033e-06
solidares,1,1.00630551033e-06
churches,5,5.03152755164e-06
consorts,1,1.00630551033e-06
seemly,2,2.01261102066e-06
bat,7,7.04413857229e-06
bar,38,3.82396093925e-05
bas,1,1.00630551033e-06
bugbear,1,1.00630551033e-06
sacrific,2,2.01261102066e-06
bay,33,3.32080818408e-05
illegitimate,2,2.01261102066e-06
bag,14,1.40882771446e-05
bad,135,0.000135851243894
softly,26,2.61639432685e-05
baa,1,1.00630551033e-06
ban,9,9.05674959295e-06
bak,7,7.04413857229e-06
unworthy,38,3.82396093925e-05
mournfully,1,1.00630551033e-06
lancaster,86,8.65422738882e-05
said,414,0.000416610481276
shaven,1,1.00630551033e-06
sain,1,1.00630551033e-06
sail,52,5.2327886537e-05
flouriets,1,1.00630551033e-06
shaved,1,1.00630551033e-06
disprove,4,4.02522204131e-06
credo,4,4.02522204131e-06
personate,2,2.01261102066e-06
vaux,9,9.05674959295e-06
ignorance,42,4.22648314338e-05
_montano,1,1.00630551033e-06
excusable,1,1.00630551033e-06
gentry,16,1.61008881652e-05
boist,9,9.05674959295e-06
eyeball,1,1.00630551033e-06
contribution,2,2.01261102066e-06
confronted,4,4.02522204131e-06
burthen,5,5.03152755164e-06
lullaby,7,7.04413857229e-06
unnoted,3,3.01891653098e-06
inquisitive,2,2.01261102066e-06
lowly,14,1.40882771446e-05
succours,3,3.01891653098e-06
relume,1,1.00630551033e-06
apprehended,9,9.05674959295e-06
hornpipes,1,1.00630551033e-06
three,419,0.000421642008827
farthings,3,3.01891653098e-06
progne,1,1.00630551033e-06
affrights,5,5.03152755164e-06
broomstaff,1,1.00630551033e-06
aidless,1,1.00630551033e-06
exhibition,6,6.03783306197e-06
prosperous,25,2.51576377582e-05
unthread,1,1.00630551033e-06
168,1,1.00630551033e-06
164,1,1.00630551033e-06
160,1,1.00630551033e-06
sly,43,4.32711369441e-05
suppose,33,3.32080818408e-05
poinards,1,1.00630551033e-06
murders,16,1.61008881652e-05
employees,2,2.01261102066e-06
spawn,2,2.01261102066e-06
mexico,2,2.01261102066e-06
splendour,4,4.02522204131e-06
amour,1,1.00630551033e-06
placeth,2,2.01261102066e-06
undeeded,1,1.00630551033e-06
quand,2,2.01261102066e-06
receiv,62,6.23909416403e-05
cellarage,1,1.00630551033e-06
tarquinius,3,3.01891653098e-06
handmaids,2,2.01261102066e-06
grows,83,8.35233573572e-05
reviveth,1,1.00630551033e-06
lunes,2,2.01261102066e-06
_trumpet,2,2.01261102066e-06
ephesians,1,1.00630551033e-06
governors,1,1.00630551033e-06
warder,6,6.03783306197e-06
speken,1,1.00630551033e-06
warden,1,1.00630551033e-06
graffing,1,1.00630551033e-06
overt,1,1.00630551033e-06
thoughts,273,0.000274721404319
warded,1,1.00630551033e-06
smokes,3,3.01891653098e-06
qualities,28,2.81765542892e-05
claims,9,9.05674959295e-06
florizel,60,6.03783306197e-05
left,274,0.00027572770983
just,152,0.00015295843757
sentence,43,4.32711369441e-05
unfair,1,1.00630551033e-06
sequestration,3,3.01891653098e-06
superbus,1,1.00630551033e-06
infinitely,6,6.03783306197e-06
agile,1,1.00630551033e-06
wretch,61,6.138463613e-05
affinity,1,1.00630551033e-06
trippingly,2,2.01261102066e-06
pedascule,1,1.00630551033e-06
background,1,1.00630551033e-06
vanity,22,2.21387212272e-05
afire,3,3.01891653098e-06
foolery,14,1.40882771446e-05
manual,2,2.01261102066e-06
prating,11,1.10693606136e-05
fifes,1,1.00630551033e-06
notorious,15,1.50945826549e-05
whereuntil,2,2.01261102066e-06
200,1,1.00630551033e-06
revel,16,1.61008881652e-05
paragraphs,3,3.01891653098e-06
dazzleth,1,1.00630551033e-06
bett,2,2.01261102066e-06
outstood,1,1.00630551033e-06
cotsall,1,1.00630551033e-06
208,1,1.00630551033e-06
unstable,1,1.00630551033e-06
maydenheads,1,1.00630551033e-06
priamus,2,2.01261102066e-06
tartar,9,9.05674959295e-06
bold,158,0.000158996270632
prizest,1,1.00630551033e-06
boll,1,1.00630551033e-06
sift,3,3.01891653098e-06
bolt,13,1.30819716343e-05
super,2,2.01261102066e-06
lapis,3,3.01891653098e-06
haply,47,4.72963589854e-05
phlegmatic,1,1.00630551033e-06
eyases,1,1.00630551033e-06
bolds,1,1.00630551033e-06
commit,44,4.42774424544e-05
sprites,9,9.05674959295e-06
this,7190,0.00723533661926
rhyming,1,1.00630551033e-06
lief,21,2.11324157169e-05
sheets,20,2.01261102066e-05
lied,3,3.01891653098e-06
reaping,1,1.00630551033e-06
incidency,1,1.00630551033e-06
erre,1,1.00630551033e-06
lies,271,0.000272708793299
doctrine,8,8.05044408262e-06
lieu,10,1.00630551033e-05
perdurable,2,2.01261102066e-06
chime,2,2.01261102066e-06
insult,4,4.02522204131e-06
annoyance,5,5.03152755164e-06
chevalier,2,2.01261102066e-06
misbecome,1,1.00630551033e-06
apperil,1,1.00630551033e-06
faring,2,2.01261102066e-06
offering,6,6.03783306197e-06
interims,1,1.00630551033e-06
accordeth,1,1.00630551033e-06
bere,1,1.00630551033e-06
228,1,1.00630551033e-06
blindness,5,5.03152755164e-06
224,1,1.00630551033e-06
220,1,1.00630551033e-06
continuance,10,1.00630551033e-05
builds,6,6.03783306197e-06
streaming,1,1.00630551033e-06
herefordshire,2,2.01261102066e-06
attached,2,2.01261102066e-06
untitled,1,1.00630551033e-06
stages,2,2.01261102066e-06
toss,13,1.30819716343e-05
dites,1,1.00630551033e-06
esteems,6,6.03783306197e-06
covers,5,5.03152755164e-06
aberga,2,2.01261102066e-06
floating,2,2.01261102066e-06
unholy,4,4.02522204131e-06
newsletter,1,1.00630551033e-06
generally,12,1.20756661239e-05
handed,8,8.05044408262e-06
exces,1,1.00630551033e-06
tardy,14,1.40882771446e-05
overbuys,1,1.00630551033e-06
discretions,3,3.01891653098e-06
slink,3,3.01891653098e-06
beastliness,1,1.00630551033e-06
insurrections,1,1.00630551033e-06
parcell,2,2.01261102066e-06
apology,5,5.03152755164e-06
microcosm,1,1.00630551033e-06
daily,32,3.22017763305e-05
luckier,1,1.00630551033e-06
almanac,2,2.01261102066e-06
parcels,9,9.05674959295e-06
headsman,3,3.01891653098e-06
peruse,15,1.50945826549e-05
souls,119,0.000119750355729
menon,1,1.00630551033e-06
themes,2,2.01261102066e-06
mild,41,4.12585259234e-05
mile,36,3.62269983718e-05
phantasma,1,1.00630551033e-06
milo,1,1.00630551033e-06
sould,1,1.00630551033e-06
soule,16,1.61008881652e-05
milk,34,3.42143873511e-05
praises,32,3.22017763305e-05
overrul,2,2.01261102066e-06
elizabeth,119,0.000119750355729
_horns,1,1.00630551033e-06
amaze,11,1.10693606136e-05
finally,1,1.00630551033e-06
praised,18,1.81134991859e-05
telamonius,1,1.00630551033e-06
daintily,2,2.01261102066e-06
timon,349,0.000351200623104
encircle,1,1.00630551033e-06
demoiselles,1,1.00630551033e-06
minist,4,4.02522204131e-06
permissive,1,1.00630551033e-06
cupbearer,2,2.01261102066e-06
genitivo,1,1.00630551033e-06
sappy,1,1.00630551033e-06
genitive,3,3.01891653098e-06
obbraidings,1,1.00630551033e-06
timor,1,1.00630551033e-06
pious,11,1.10693606136e-05
dim,21,2.11324157169e-05
din,24,2.41513322479e-05
nectar,4,4.02522204131e-06
dij,2,2.01261102066e-06
did,1785,0.00179625533593
die,519,0.00052227255986
dig,11,1.10693606136e-05
limed,4,4.02522204131e-06
anna,1,1.00630551033e-06
dit,5,5.03152755164e-06
div,1,1.00630551033e-06
gentlewoman,72,7.24539967436e-05
dir,1,1.00630551033e-06
dis,8,8.05044408262e-06
1129,1,1.00630551033e-06
thresher,1,1.00630551033e-06
fearing,32,3.22017763305e-05
1120,1,1.00630551033e-06
1124,1,1.00630551033e-06
embold,1,1.00630551033e-06
worm,45,4.52837479647e-05
stamford,1,1.00630551033e-06
housholds,1,1.00630551033e-06
unswayed,1,1.00630551033e-06
favour,163,0.000164027798183
drunkard,13,1.30819716343e-05
dishonestly,2,2.01261102066e-06
proclaiming,1,1.00630551033e-06
wain,1,1.00630551033e-06
wail,30,3.01891653098e-05
guardian,5,5.03152755164e-06
clerk,27,2.71702487788e-05
appetites,4,4.02522204131e-06
waie,1,1.00630551033e-06
corporation,1,1.00630551033e-06
decipher,3,3.01891653098e-06
earthquake,7,7.04413857229e-06
wait,68,6.84287747023e-05
greekish,9,9.05674959295e-06
unowed,1,1.00630551033e-06
institute,2,2.01261102066e-06
deaffing,1,1.00630551033e-06
vintner,4,4.02522204131e-06
odour,7,7.04413857229e-06
cappadocia,1,1.00630551033e-06
hither,307,0.000308935791671
useful,2,2.01261102066e-06
silling,1,1.00630551033e-06
sportes,1,1.00630551033e-06
radiance,3,3.01891653098e-06
sharper,6,6.03783306197e-06
perk,1,1.00630551033e-06
illusion,3,3.01891653098e-06
france,528,0.000531329309453
pers,1,1.00630551033e-06
calumniating,1,1.00630551033e-06
pert,2,2.01261102066e-06
lucilius,37,3.72333038821e-05
sharpen,1,1.00630551033e-06
ruddock,1,1.00630551033e-06
sharing,5,5.03152755164e-06
pheare,1,1.00630551033e-06
dispise,1,1.00630551033e-06
beholder,1,1.00630551033e-06
acceptable,1,1.00630551033e-06
examin,2,2.01261102066e-06
fly,264,0.000265664654727
deformed,15,1.50945826549e-05
avoiding,1,1.00630551033e-06
soul,481,0.000484032950468
sanctuarize,1,1.00630551033e-06
sour,40,4.02522204131e-05
supportable,1,1.00630551033e-06
arrive,6,6.03783306197e-06
bites,11,1.10693606136e-05
biter,1,1.00630551033e-06
claim,67,6.7422469192e-05
falls_,1,1.00630551033e-06
predict,1,1.00630551033e-06
qualitie,1,1.00630551033e-06
dukedoms,8,8.05044408262e-06
ostler,8,8.05044408262e-06
_disarms_,1,1.00630551033e-06
dukedome,2,2.01261102066e-06
nevil,3,3.01891653098e-06
banditti,5,5.03152755164e-06
banditto,1,1.00630551033e-06
ewers,1,1.00630551033e-06
heedfull,1,1.00630551033e-06
churlishly,1,1.00630551033e-06
nym,59,5.93720251093e-05
staying,12,1.20756661239e-05
critics,1,1.00630551033e-06
accessory,1,1.00630551033e-06
lubber,5,5.03152755164e-06
omen,1,1.00630551033e-06
borrowing,4,4.02522204131e-06
african,1,1.00630551033e-06
1192,1,1.00630551033e-06
seizing,2,2.01261102066e-06
argues,11,1.10693606136e-05
entrails,11,1.10693606136e-05
countrie,1,1.00630551033e-06
argued,3,3.01891653098e-06
langton,1,1.00630551033e-06
irresolute,1,1.00630551033e-06
denials,2,2.01261102066e-06
thank,302,0.000303904264119
mais,1,1.00630551033e-06
thane,25,2.51576377582e-05
yorkshire,6,6.03783306197e-06
maid,209,0.000210317851658
maim,8,8.05044408262e-06
ours,95,9.55990234811e-05
main,52,5.2327886537e-05
truest,14,1.40882771446e-05
views,3,3.01891653098e-06
possest,1,1.00630551033e-06
possess,69,6.94350802126e-05
observants,1,1.00630551033e-06
sifter,1,1.00630551033e-06
girt,4,4.02522204131e-06
bitumed,2,2.01261102066e-06
gird,4,4.02522204131e-06
sifted,1,1.00630551033e-06
giveth,2,2.01261102066e-06
girl,55,5.5346803068e-05
requesting,1,1.00630551033e-06
living,133,0.000133838632874
merops,1,1.00630551033e-06
blubber,1,1.00630551033e-06
correct,9,9.05674959295e-06
debted,1,1.00630551033e-06
spies,16,1.61008881652e-05
assemblance,1,1.00630551033e-06
musing,5,5.03152755164e-06
spied,10,1.00630551033e-05
pettitoes,1,1.00630551033e-06
forbids,6,6.03783306197e-06
choughs,5,5.03152755164e-06
_pia,1,1.00630551033e-06
requireth,1,1.00630551033e-06
sufferance,23,2.31450267375e-05
_piu,1,1.00630551033e-06
lay,307,0.000308935791671
lyons,2,2.01261102066e-06
remuneration,12,1.20756661239e-05
nativity,16,1.61008881652e-05
signifies,4,4.02522204131e-06
discharged,6,6.03783306197e-06
slept,37,3.72333038821e-05
daunt,2,2.01261102066e-06
gallimaufry,2,2.01261102066e-06
mining,1,1.00630551033e-06
undoubtedly,1,1.00630551033e-06
dukedom,24,2.41513322479e-05
quotidian,2,2.01261102066e-06
protected,8,8.05044408262e-06
ungovern,5,5.03152755164e-06
berhym,1,1.00630551033e-06
lugg,2,2.01261102066e-06
conjectural,2,2.01261102066e-06
mundane,1,1.00630551033e-06
occupies,1,1.00630551033e-06
voices,54,5.43404975577e-05
dash,18,1.81134991859e-05
winding,7,7.04413857229e-06
spectacle,11,1.10693606136e-05
voiced,1,1.00630551033e-06
occupied,1,1.00630551033e-06
clung,1,1.00630551033e-06
caelius,1,1.00630551033e-06
answering,10,1.00630551033e-05
wasters,1,1.00630551033e-06
menas,53,5.33341920474e-05
fairely,2,2.01261102066e-06
advis,30,3.01891653098e-05
channel,13,1.30819716343e-05
roguing,1,1.00630551033e-06
blackfriers,1,1.00630551033e-06
theatre,6,6.03783306197e-06
track,1,1.00630551033e-06
blackest,3,3.01891653098e-06
tract,4,4.02522204131e-06
especially,20,2.01261102066e-05
digestions,2,2.01261102066e-06
gracefully,1,1.00630551033e-06
pernicious,21,2.11324157169e-05
undistinguish,1,1.00630551033e-06
precise,8,8.05044408262e-06
tuners,1,1.00630551033e-06
leets,1,1.00630551033e-06
pursuivants,2,2.01261102066e-06
reliquit,1,1.00630551033e-06
principality,1,1.00630551033e-06
crushest,1,1.00630551033e-06
soliciting,3,3.01891653098e-06
dissembling,14,1.40882771446e-05
woundings,1,1.00630551033e-06
ranking,1,1.00630551033e-06
menelaus_,2,2.01261102066e-06
hostage,3,3.01891653098e-06
rased,1,1.00630551033e-06
distinctly,7,7.04413857229e-06
conjunction,9,9.05674959295e-06
beseech,235,0.000236481794927
yield,157,0.000157989965121
across,7,7.04413857229e-06
threading,1,1.00630551033e-06
stupid,1,1.00630551033e-06
windgalls,1,1.00630551033e-06
salutation,8,8.05044408262e-06
polydamas,1,1.00630551033e-06
pebble,4,4.02522204131e-06
satisfies,1,1.00630551033e-06
varro,37,3.72333038821e-05
forecast,1,1.00630551033e-06
gage,18,1.81134991859e-05
gagn,1,1.00630551033e-06
signieur,4,4.02522204131e-06
whispered,1,1.00630551033e-06
brawns,2,2.01261102066e-06
parent,5,5.03152755164e-06
pained,2,2.01261102066e-06
countenance,59,5.93720251093e-05
engend,3,3.01891653098e-06
paines,2,2.01261102066e-06
ringleader,1,1.00630551033e-06
sandys,25,2.51576377582e-05
tractable,6,6.03783306197e-06
trades,4,4.02522204131e-06
dedicate,9,9.05674959295e-06
howres,4,4.02522204131e-06
patrons,1,1.00630551033e-06
traded,2,2.01261102066e-06
importun,7,7.04413857229e-06
enlard,1,1.00630551033e-06
stretches,3,3.01891653098e-06
nurtur,2,2.01261102066e-06
maintained,3,3.01891653098e-06
grants,3,3.01891653098e-06
stretched,2,2.01261102066e-06
disliking,1,1.00630551033e-06
laudable,2,2.01261102066e-06
blackmere,1,1.00630551033e-06
unusual,6,6.03783306197e-06
conquring,1,1.00630551033e-06
marl,1,1.00630551033e-06
mark,271,0.000272708793299
mart,19,1.91198046962e-05
marv,2,2.01261102066e-06
marr,12,1.20756661239e-05
acre,3,3.01891653098e-06
brawling,7,7.04413857229e-06
employments,2,2.01261102066e-06
mary,10,1.00630551033e-05
devilish,14,1.40882771446e-05
measles,1,1.00630551033e-06
crossest,1,1.00630551033e-06
ulysses_,2,2.01261102066e-06
hippolyta,26,2.61639432685e-05
chastice,1,1.00630551033e-06
gloze,3,3.01891653098e-06
griping,3,3.01891653098e-06
turtles,5,5.03152755164e-06
slumber,22,2.21387212272e-05
warning,15,1.50945826549e-05
posthorse,1,1.00630551033e-06
secondary,2,2.01261102066e-06
dangerously,3,3.01891653098e-06
traffickers,1,1.00630551033e-06
talkest,3,3.01891653098e-06
pap,3,3.01891653098e-06
bags,12,1.20756661239e-05
par,5,5.03152755164e-06
pas,2,2.01261102066e-06
pat,6,6.03783306197e-06
harsh,33,3.32080818408e-05
pav,2,2.01261102066e-06
paw,3,3.01891653098e-06
pax,2,2.01261102066e-06
pay,155,0.000155977354101
horatio,156,0.000156983659611
heirs,25,2.51576377582e-05
otherwhiles,1,1.00630551033e-06
nicety,1,1.00630551033e-06
pac,4,4.02522204131e-06
pad,1,1.00630551033e-06
heire,2,2.01261102066e-06
struggling,3,3.01891653098e-06
pal,1,1.00630551033e-06
thee,3395,0.00341640720756
pan,1,1.00630551033e-06
exhaust,1,1.00630551033e-06
scornes,1,1.00630551033e-06
rubious,1,1.00630551033e-06
running,32,3.22017763305e-05
scorned,3,3.01891653098e-06
slanders,16,1.61008881652e-05
mortgaged,1,1.00630551033e-06
markup,1,1.00630551033e-06
oppositions,1,1.00630551033e-06
athenian,38,3.82396093925e-05
bottle,26,2.61639432685e-05
englishwoman,1,1.00630551033e-06
gates,103,0.000103649467564
clogging,1,1.00630551033e-06
pacified,2,2.01261102066e-06
gated,1,1.00630551033e-06
desdemon,3,3.01891653098e-06
ther,10,1.00630551033e-05
beagle,1,1.00630551033e-06
grating,2,2.01261102066e-06
pegs,1,1.00630551033e-06
adulterates,1,1.00630551033e-06
careers,2,2.01261102066e-06
shapeless,6,6.03783306197e-06
moy,2,2.01261102066e-06
mop,2,2.01261102066e-06
mow,8,8.05044408262e-06
mov,61,6.138463613e-05
mot,1,1.00630551033e-06
moi,6,6.03783306197e-06
mon,5,5.03152755164e-06
secrecy,16,1.61008881652e-05
aiming,3,3.01891653098e-06
disappointed,1,1.00630551033e-06
moe,31,3.11954708202e-05
accusation,13,1.30819716343e-05
gallows,22,2.21387212272e-05
gossips,7,7.04413857229e-06
deceits,3,3.01891653098e-06
lightning,32,3.22017763305e-05
miraculous,3,3.01891653098e-06
laughing,15,1.50945826549e-05
view,99,9.96242455224e-05
fulfil,7,7.04413857229e-06
beloving,1,1.00630551033e-06
jews,1,1.00630551033e-06
preservers,1,1.00630551033e-06
imprisonment,16,1.61008881652e-05
meanders,1,1.00630551033e-06
lyingest,1,1.00630551033e-06
whereout,1,1.00630551033e-06
phoenicia,1,1.00630551033e-06
fontybell,1,1.00630551033e-06
staffe,2,2.01261102066e-06
critical,3,3.01891653098e-06
expressing,3,3.01891653098e-06
receptacle,3,3.01891653098e-06
moderate,8,8.05044408262e-06
measuring,3,3.01891653098e-06
grone,1,1.00630551033e-06
forfeitures,1,1.00630551033e-06
slenderer,1,1.00630551033e-06
strangles,2,2.01261102066e-06
strangler,1,1.00630551033e-06
maidenhood,2,2.01261102066e-06
gules,3,3.01891653098e-06
subtilty,1,1.00630551033e-06
strangled,6,6.03783306197e-06
conducting,1,1.00630551033e-06
contagion,7,7.04413857229e-06
roar,39,3.92459149028e-05
violence,19,1.91198046962e-05
cinable,3,3.01891653098e-06
scanting,1,1.00630551033e-06
roan,4,4.02522204131e-06
lucullus,16,1.61008881652e-05
roam,2,2.01261102066e-06
road,21,2.11324157169e-05
imitated,2,2.01261102066e-06
quietly,11,1.10693606136e-05
whites,2,2.01261102066e-06
whiter,6,6.03783306197e-06
spreading,4,4.02522204131e-06
strifes,3,3.01891653098e-06
empress,45,4.52837479647e-05
featly,2,2.01261102066e-06
corrivals,1,1.00630551033e-06
preachment,1,1.00630551033e-06
wildfire,2,2.01261102066e-06
treys,1,1.00630551033e-06
lions,25,2.51576377582e-05
vesture,5,5.03152755164e-06
chats,1,1.00630551033e-06
trey,1,1.00630551033e-06
bettering,2,2.01261102066e-06
chatt,1,1.00630551033e-06
gory,3,3.01891653098e-06
duchy,2,2.01261102066e-06
gore,11,1.10693606136e-05
gorg,3,3.01891653098e-06
corse,29,2.91828597995e-05
porches,1,1.00630551033e-06
arbitrement,6,6.03783306197e-06
imbrue,2,2.01261102066e-06
grudging,3,3.01891653098e-06
adriana,91,9.15738014398e-05
kinsman,51,5.13215810267e-05
adriano,4,4.02522204131e-06
affection,85,8.55359683779e-05
unsentenc,1,1.00630551033e-06
celestial,20,2.01261102066e-05
eget,1,1.00630551033e-06
fellow,331,0.000333087123918
hound,16,1.61008881652e-05
cables,1,1.00630551033e-06
errun,2,2.01261102066e-06
waxing,1,1.00630551033e-06
potch,1,1.00630551033e-06
gaols,1,1.00630551033e-06
unauspicious,1,1.00630551033e-06
peradventure,15,1.50945826549e-05
diablo,1,1.00630551033e-06
daventry,1,1.00630551033e-06
guildford,5,5.03152755164e-06
diable,4,4.02522204131e-06
_all,2,2.01261102066e-06
pitifully,4,4.02522204131e-06
unload,2,2.01261102066e-06
casts,5,5.03152755164e-06
forts,2,2.01261102066e-06
knaves,44,4.42774424544e-05
feverous,4,4.02522204131e-06
unsex,1,1.00630551033e-06
sicke,2,2.01261102066e-06
craftsmen,1,1.00630551033e-06
resolution,32,3.22017763305e-05
unset,1,1.00630551033e-06
forges,4,4.02522204131e-06
forget,99,9.96242455224e-05
bosoms,28,2.81765542892e-05
blois,1,1.00630551033e-06
forged,7,7.04413857229e-06
bosome,2,2.01261102066e-06
languageless,1,1.00630551033e-06
erheard,3,3.01891653098e-06
rhodope,1,1.00630551033e-06
speaketh,1,1.00630551033e-06
overplus,3,3.01891653098e-06
parcel,15,1.50945826549e-05
bowers,1,1.00630551033e-06
leife,1,1.00630551033e-06
plainness,11,1.10693606136e-05
syracuse,238,0.000239500711458
strossers,1,1.00630551033e-06
engluts,1,1.00630551033e-06
impudique,1,1.00630551033e-06
unsworn,1,1.00630551033e-06
ireful,5,5.03152755164e-06
pompion,1,1.00630551033e-06
affectation,2,2.01261102066e-06
ribbon,2,2.01261102066e-06
dian,26,2.61639432685e-05
dial,13,1.30819716343e-05
overshot,1,1.00630551033e-06
coroner,1,1.00630551033e-06
coronet,9,9.05674959295e-06
judicious,5,5.03152755164e-06
aby,2,2.01261102066e-06
tribute,27,2.71702487788e-05
doting,17,1.71071936756e-05
cohorts,1,1.00630551033e-06
puddled,2,2.01261102066e-06
twang,1,1.00630551033e-06
promising,6,6.03783306197e-06
favourably,1,1.00630551033e-06
falleth,3,3.01891653098e-06
ranges,3,3.01891653098e-06
favourable,5,5.03152755164e-06
disastrous,1,1.00630551033e-06
judases,1,1.00630551033e-06
publisher,2,2.01261102066e-06
speeches,22,2.21387212272e-05
caddisses,1,1.00630551033e-06
stretching,1,1.00630551033e-06
chipper,1,1.00630551033e-06
published,2,2.01261102066e-06
railest,1,1.00630551033e-06
clapping,4,4.02522204131e-06
curan,7,7.04413857229e-06
usurers,5,5.03152755164e-06
nothings,4,4.02522204131e-06
distinct,3,3.01891653098e-06
regist,3,3.01891653098e-06
_three,1,1.00630551033e-06
furor,1,1.00630551033e-06
unshown,1,1.00630551033e-06
diamond,15,1.50945826549e-05
staggering,2,2.01261102066e-06
empery,6,6.03783306197e-06
incontinently,1,1.00630551033e-06
ticed,1,1.00630551033e-06
varying,5,5.03152755164e-06
nineteen,3,3.01891653098e-06
goblets,1,1.00630551033e-06
willfully,1,1.00630551033e-06
outran,1,1.00630551033e-06
tuae,1,1.00630551033e-06
sillily,1,1.00630551033e-06
lingered,1,1.00630551033e-06
shark,2,2.01261102066e-06
share,33,3.32080818408e-05
shard,1,1.00630551033e-06
reportest,1,1.00630551033e-06
sharp,85,8.55359683779e-05
siren,3,3.01891653098e-06
rye,3,3.01891653098e-06
bleat,4,4.02522204131e-06
blear,1,1.00630551033e-06
our,3295,0.00331577665653
alder,1,1.00630551033e-06
bleak,5,5.03152755164e-06
hedgehogs,2,2.01261102066e-06
showtes,1,1.00630551033e-06
orchard,25,2.51576377582e-05
eats,21,2.11324157169e-05
bathed,1,1.00630551033e-06
jeering,2,2.01261102066e-06
gallowglasses,2,2.01261102066e-06
bathes,2,2.01261102066e-06
eate,10,1.00630551033e-05
egregiously,1,1.00630551033e-06
infant,28,2.81765542892e-05
rounded,5,5.03152755164e-06
earing,1,1.00630551033e-06
displease,4,4.02522204131e-06
oblique,2,2.01261102066e-06
roundel,1,1.00630551033e-06
avouched,2,2.01261102066e-06
rounder,1,1.00630551033e-06
lewdly,4,4.02522204131e-06
ilias,1,1.00630551033e-06
avouches,2,2.01261102066e-06
lyes,3,3.01891653098e-06
arteries,1,1.00630551033e-06
lubberly,1,1.00630551033e-06
possessions,5,5.03152755164e-06
forthwith,24,2.41513322479e-05
famished,2,2.01261102066e-06
detected,2,2.01261102066e-06
eunuch,14,1.40882771446e-05
crawls,1,1.00630551033e-06
arguments,11,1.10693606136e-05
hurting,2,2.01261102066e-06
good,2992,0.0030108660869
_justice,1,1.00630551033e-06
redistribute,1,1.00630551033e-06
goot,6,6.03783306197e-06
oke,1,1.00630551033e-06
