word,count,frequency
sex,22,2.21387212272e-05
see,1579,0.00158895640081
sed,4,4.02522204131e-06
sea,295,0.000296860125547
outward,58,5.8365719599e-05
se_,1,1.00630551033e-06
sunders,1,1.00630551033e-06
roguery,2,2.01261102066e-06
taming,5,5.03152755164e-06
mutes,2,2.01261102066e-06
mammock,1,1.00630551033e-06
allarme,1,1.00630551033e-06
hooted,2,2.01261102066e-06
pagan,6,6.03783306197e-06
emnity,2,2.01261102066e-06
whole,132,0.000132832327363
drunk,71,7.14476912333e-05
nicander,1,1.00630551033e-06
community,1,1.00630551033e-06
hollow,54,5.43404975577e-05
agents,5,5.03152755164e-06
brinish,4,4.02522204131e-06
holloa,1,1.00630551033e-06
poictiers,5,5.03152755164e-06
simpleness,5,5.03152755164e-06
worthless,18,1.81134991859e-05
filth,10,1.00630551033e-05
camlet,1,1.00630551033e-06
acceptance,10,1.00630551033e-05
hitting,2,2.01261102066e-06
scions,1,1.00630551033e-06
firm,42,4.22648314338e-05
enwheel,1,1.00630551033e-06
sobriety,2,2.01261102066e-06
firk,2,2.01261102066e-06
fire,322,0.000324030374326
towne,3,3.01891653098e-06
imperiall,1,1.00630551033e-06
towns,29,2.91828597995e-05
unqualitied,1,1.00630551033e-06
formats,2,2.01261102066e-06
anthropophaginian,1,1.00630551033e-06
owed,7,7.04413857229e-06
mote,7,7.04413857229e-06
moth,101,0.000101636856543
owen,9,9.05674959295e-06
erhang,1,1.00630551033e-06
swagg,4,4.02522204131e-06
mots,5,5.03152755164e-06
owes,26,2.61639432685e-05
vanish,21,2.11324157169e-05
moming,1,1.00630551033e-06
choking,2,2.01261102066e-06
maids,50,5.03152755164e-05
elevated,1,1.00630551033e-06
aleppo,2,2.01261102066e-06
pillagers,1,1.00630551033e-06
maide,8,8.05044408262e-06
leape,1,1.00630551033e-06
inordinate,3,3.01891653098e-06
intrince,1,1.00630551033e-06
levell,5,5.03152755164e-06
leapt,5,5.03152755164e-06
leaps,10,1.00630551033e-05
silvius,44,4.42774424544e-05
suppresseth,1,1.00630551033e-06
oddest,1,1.00630551033e-06
loathsome,22,2.21387212272e-05
regulating,1,1.00630551033e-06
charbon,1,1.00630551033e-06
plagues,14,1.40882771446e-05
simp,2,2.01261102066e-06
mounch,3,3.01891653098e-06
sima,1,1.00630551033e-06
plagued,3,3.01891653098e-06
helmeted,1,1.00630551033e-06
testimonied,1,1.00630551033e-06
hued,2,2.01261102066e-06
servilely,1,1.00630551033e-06
globie,1,1.00630551033e-06
desist,4,4.02522204131e-06
pillars,5,5.03152755164e-06
hues,1,1.00630551033e-06
testimonies,2,2.01261102066e-06
prelate,9,9.05674959295e-06
furniture,5,5.03152755164e-06
minerva,2,2.01261102066e-06
victims,1,1.00630551033e-06
demands,19,1.91198046962e-05
mischance,22,2.21387212272e-05
outstay,1,1.00630551033e-06
lunacy,5,5.03152755164e-06
bruis,5,5.03152755164e-06
dormouse,1,1.00630551033e-06
fedary,2,2.01261102066e-06
pertinent,2,2.01261102066e-06
bruit,4,4.02522204131e-06
governess,2,2.01261102066e-06
fancie,3,3.01891653098e-06
skars,1,1.00630551033e-06
canst,191,0.000192204352473
pashful,1,1.00630551033e-06
sighs,65,6.54098581713e-05
sight,228,0.000229437656355
flaying,2,2.01261102066e-06
indigent,1,1.00630551033e-06
momentary,7,7.04413857229e-06
wrongful,2,2.01261102066e-06
ursula,34,3.42143873511e-05
stables,3,3.01891653098e-06
incensing,1,1.00630551033e-06
thanckes,1,1.00630551033e-06
inclination,13,1.30819716343e-05
be,7414,0.00746074905357
pedlars,1,1.00630551033e-06
ba,2,2.01261102066e-06
reddest,1,1.00630551033e-06
interpreters,2,2.01261102066e-06
lordings,2,2.01261102066e-06
bo,1,1.00630551033e-06
agreement,22,2.21387212272e-05
by,4138,0.00416409220174
rapiers,3,3.01891653098e-06
pryest,1,1.00630551033e-06
discontented,13,1.30819716343e-05
scepter,1,1.00630551033e-06
anything,111,0.000111699911646
hatchet,1,1.00630551033e-06
hatches,8,8.05044408262e-06
ambush,9,9.05674959295e-06
forgave,2,2.01261102066e-06
unsorted,1,1.00630551033e-06
hatched,1,1.00630551033e-06
thurio,72,7.24539967436e-05
plainest,2,2.01261102066e-06
moonish,1,1.00630551033e-06
blench,5,5.03152755164e-06
daunces,1,1.00630551033e-06
crossness,1,1.00630551033e-06
chide,54,5.43404975577e-05
chidd,1,1.00630551033e-06
occupy,2,2.01261102066e-06
attask,1,1.00630551033e-06
impudent,9,9.05674959295e-06
jewish,2,2.01261102066e-06
tally,1,1.00630551033e-06
buttery,2,2.01261102066e-06
vowing,3,3.01891653098e-06
link,10,1.00630551033e-05
ling,13,1.30819716343e-05
line,48,4.83026644957e-05
immured,3,3.01891653098e-06
nieces,1,1.00630551033e-06
redeemed,1,1.00630551033e-06
preyful,1,1.00630551033e-06
redeemer,2,2.01261102066e-06
customers,4,4.02522204131e-06
immures,1,1.00630551033e-06
mature,7,7.04413857229e-06
horner,11,1.10693606136e-05
hornes,8,8.05044408262e-06
clerkly,4,4.02522204131e-06
supervisor,1,1.00630551033e-06
overland,1,1.00630551033e-06
limander,1,1.00630551033e-06
nebour,1,1.00630551033e-06
coasting,2,2.01261102066e-06
ensnareth,1,1.00630551033e-06
concealment,4,4.02522204131e-06
aulis,1,1.00630551033e-06
codes,1,1.00630551033e-06
tarquin,44,4.42774424544e-05
saile,2,2.01261102066e-06
actors,11,1.10693606136e-05
brazier,1,1.00630551033e-06
sails,19,1.91198046962e-05
wrongly,1,1.00630551033e-06
hives,1,1.00630551033e-06
sided,1,1.00630551033e-06
meale,1,1.00630551033e-06
faintly,12,1.20756661239e-05
proclamations,2,2.01261102066e-06
mealy,1,1.00630551033e-06
comfit,1,1.00630551033e-06
polonius,124,0.000124781883281
meals,7,7.04413857229e-06
hackney,2,2.01261102066e-06
trimly,1,1.00630551033e-06
trempling,1,1.00630551033e-06
rescued,5,5.03152755164e-06
walked,6,6.03783306197e-06
sawyer,1,1.00630551033e-06
summit,3,3.01891653098e-06
rescues,2,2.01261102066e-06
essay,1,1.00630551033e-06
hampton,2,2.01261102066e-06
sorrier,1,1.00630551033e-06
renown,30,3.01891653098e-05
cods,1,1.00630551033e-06
unthankfulness,4,4.02522204131e-06
goldenly,1,1.00630551033e-06
mercenaries,1,1.00630551033e-06
lendings,2,2.01261102066e-06
procur,3,3.01891653098e-06
diomed,36,3.62269983718e-05
send,264,0.000265664654727
citing,1,1.00630551033e-06
outwards,1,1.00630551033e-06
dislike,16,1.61008881652e-05
sent,276,0.00027774032085
garden,74,7.44666077643e-05
drovier,1,1.00630551033e-06
languished,1,1.00630551033e-06
severals,3,3.01891653098e-06
severall,3,3.01891653098e-06
gardez,1,1.00630551033e-06
languishes,2,2.01261102066e-06
renouncement,1,1.00630551033e-06
_throws,7,7.04413857229e-06
recognizance,1,1.00630551033e-06
omans,1,1.00630551033e-06
sacring,1,1.00630551033e-06
vincentio,50,5.03152755164e-05
disordered,2,2.01261102066e-06
natus,1,1.00630551033e-06
natur,2,2.01261102066e-06
mediterranean,1,1.00630551033e-06
cizd,1,1.00630551033e-06
index,4,4.02522204131e-06
twine,3,3.01891653098e-06
twind,1,1.00630551033e-06
twinn,4,4.02522204131e-06
unbated,3,3.01891653098e-06
shivers,2,2.01261102066e-06
twink,2,2.01261102066e-06
twins,4,4.02522204131e-06
proffer,11,1.10693606136e-05
surmis,1,1.00630551033e-06
bird,57,5.73594140887e-05
ravell,1,1.00630551033e-06
led,76,7.64792187849e-05
eminently,1,1.00630551033e-06
leg,40,4.02522204131e-05
spake,52,5.2327886537e-05
les,18,1.81134991859e-05
let,2509,0.00252482052541
engage,5,5.03152755164e-06
hoary,2,2.01261102066e-06
pattle,1,1.00630551033e-06
unraised,1,1.00630551033e-06
hath,2059,0.00207198304576
halfpenny,6,6.03783306197e-06
sire,25,2.51576377582e-05
complying,3,3.01891653098e-06
336,1,1.00630551033e-06
mariners,10,1.00630551033e-05
sirs,43,4.32711369441e-05
beautie,3,3.01891653098e-06
standing,42,4.22648314338e-05
cheered,2,2.01261102066e-06
unscaleable,1,1.00630551033e-06
archbishop,77,7.74855242952e-05
whipping,10,1.00630551033e-05
exsufflicate,1,1.00630551033e-06
ministers,24,2.41513322479e-05
doubt,186,0.000187172824921
cheeres,1,1.00630551033e-06
cheerer,1,1.00630551033e-06
confiscate,5,5.03152755164e-06
titchfield,2,2.01261102066e-06
foyle,1,1.00630551033e-06
labelled,1,1.00630551033e-06
sharply,5,5.03152755164e-06
pygmy,1,1.00630551033e-06
demerits,3,3.01891653098e-06
rejoycer,1,1.00630551033e-06
rheims,3,3.01891653098e-06
mammet,1,1.00630551033e-06
chamberlain,74,7.44666077643e-05
loathsomeness,1,1.00630551033e-06
newts,1,1.00630551033e-06
choirs,1,1.00630551033e-06
bent,45,4.52837479647e-05
pepin,4,4.02522204131e-06
high,290,0.000291828597995
bene,2,2.01261102066e-06
bend,50,5.03152755164e-05
trumpet,88,8.85548849088e-05
lusted,1,1.00630551033e-06
negation,1,1.00630551033e-06
animal,3,3.01891653098e-06
cheerely,1,1.00630551033e-06
especial,3,3.01891653098e-06
tailors,7,7.04413857229e-06
blocks,5,5.03152755164e-06
aspiring,8,8.05044408262e-06
await,2,2.01261102066e-06
blocke,1,1.00630551033e-06
doubtlesse,2,2.01261102066e-06
demonstrating,1,1.00630551033e-06
underbearing,1,1.00630551033e-06
messaline,2,2.01261102066e-06
untrimmed,2,2.01261102066e-06
pursuivant,8,8.05044408262e-06
nance,4,4.02522204131e-06
prawns,1,1.00630551033e-06
issu,1,1.00630551033e-06
acquitted,3,3.01891653098e-06
allot,2,2.01261102066e-06
allow,44,4.42774424544e-05
unmeriting,1,1.00630551033e-06
comme,1,1.00630551033e-06
comma,2,2.01261102066e-06
omnes,4,4.02522204131e-06
operative,1,1.00630551033e-06
momentany,1,1.00630551033e-06
shudder,1,1.00630551033e-06
hobby,9,9.05674959295e-06
desirers,1,1.00630551033e-06
wheeson,1,1.00630551033e-06
designs,11,1.10693606136e-05
belch,8,8.05044408262e-06
kist,4,4.02522204131e-06
designe,1,1.00630551033e-06
kiss,245,0.00024654485003
comedy,12,1.20756661239e-05
irks,3,3.01891653098e-06
arcites,3,3.01891653098e-06
sufficiently,4,4.02522204131e-06
delightful,7,7.04413857229e-06
effuse,1,1.00630551033e-06
scants,1,1.00630551033e-06
joyes,1,1.00630551033e-06
borachio,51,5.13215810267e-05
joyed,1,1.00630551033e-06
decays,5,5.03152755164e-06
thirteen,5,5.03152755164e-06
dowerless,2,2.01261102066e-06
tolling,3,3.01891653098e-06
wander,27,2.71702487788e-05
sovereign,161,0.000162015187163
submerg,1,1.00630551033e-06
cess,1,1.00630551033e-06
bunches,2,2.01261102066e-06
cromwell,44,4.42774424544e-05
surely,42,4.22648314338e-05
cordis,1,1.00630551033e-06
emboldens,1,1.00630551033e-06
chartreux,2,2.01261102066e-06
dismantled,1,1.00630551033e-06
linguist,2,2.01261102066e-06
spill,10,1.00630551033e-05
latches,1,1.00630551033e-06
scoggin,1,1.00630551033e-06
spilt,4,4.02522204131e-06
endowments,5,5.03152755164e-06
blown,46,4.62900534751e-05
pines,7,7.04413857229e-06
452,1,1.00630551033e-06
456,1,1.00630551033e-06
jesus,3,3.01891653098e-06
straining,4,4.02522204131e-06
owner,22,2.21387212272e-05
blows,77,7.74855242952e-05
marrow,7,7.04413857229e-06
pined,4,4.02522204131e-06
underborne,1,1.00630551033e-06
hawk,8,8.05044408262e-06
percussion,1,1.00630551033e-06
painful,11,1.10693606136e-05
adopts,1,1.00630551033e-06
malady,11,1.10693606136e-05
cryckets,1,1.00630551033e-06
penitential,1,1.00630551033e-06
tuscan,2,2.01261102066e-06
coinage,2,2.01261102066e-06
steel,78,7.84918298056e-05
buttocks,2,2.01261102066e-06
steed,24,2.41513322479e-05
tortured,1,1.00630551033e-06
jollity,6,6.03783306197e-06
colleagued,1,1.00630551033e-06
tortures,5,5.03152755164e-06
torturer,2,2.01261102066e-06
steep,25,2.51576377582e-05
torrent,3,3.01891653098e-06
steer,5,5.03152755164e-06
cittern,1,1.00630551033e-06
reedes,1,1.00630551033e-06
clearly,6,6.03783306197e-06
necessities,12,1.20756661239e-05
competency,2,2.01261102066e-06
soak,1,1.00630551033e-06
studying,3,3.01891653098e-06
patroness,3,3.01891653098e-06
adjunct,5,5.03152755164e-06
bezonian,1,1.00630551033e-06
heede,4,4.02522204131e-06
necessitied,1,1.00630551033e-06
competence,1,1.00630551033e-06
soar,7,7.04413857229e-06
carcasses,3,3.01891653098e-06
indurance,1,1.00630551033e-06
medal,1,1.00630551033e-06
abergavenny,8,8.05044408262e-06
gainsays,1,1.00630551033e-06
saltness,1,1.00630551033e-06
scrap,3,3.01891653098e-06
fustilarian,1,1.00630551033e-06
spheeres,1,1.00630551033e-06
enamelled,1,1.00630551033e-06
softens,1,1.00630551033e-06
planted,11,1.10693606136e-05
suppos,18,1.81134991859e-05
maggots,2,2.01261102066e-06
bourbon,12,1.20756661239e-05
flinch,3,3.01891653098e-06
secretaries,2,2.01261102066e-06
hope,387,0.000389440232497
exchanged,2,2.01261102066e-06
quartering,1,1.00630551033e-06
allons,4,4.02522204131e-06
derogately,1,1.00630551033e-06
katharine,154,0.00015497104859
dardanius,8,8.05044408262e-06
dishearten,1,1.00630551033e-06
rein,17,1.71071936756e-05
vizarded,2,2.01261102066e-06
venuto_,1,1.00630551033e-06
tomyris,1,1.00630551033e-06
edition,2,2.01261102066e-06
incurable,4,4.02522204131e-06
lyon,1,1.00630551033e-06
partisan,1,1.00630551033e-06
injustice,9,9.05674959295e-06
fehemently,1,1.00630551033e-06
dislik,2,2.01261102066e-06
restrictions,2,2.01261102066e-06
_alice,1,1.00630551033e-06
drum,109,0.000109687300626
drug,6,6.03783306197e-06
apter,3,3.01891653098e-06
figures,18,1.81134991859e-05
volley,4,4.02522204131e-06
pouncet,1,1.00630551033e-06
ch,1,1.00630551033e-06
co,10,1.00630551033e-05
572,1,1.00630551033e-06
malcolm,59,5.93720251093e-05
577,1,1.00630551033e-06
ce,4,4.02522204131e-06
imperfection,2,2.01261102066e-06
javelin,1,1.00630551033e-06
crafted,1,1.00630551033e-06
judgest,2,2.01261102066e-06
uncorrected,1,1.00630551033e-06
gondola,2,2.01261102066e-06
questionless,2,2.01261102066e-06
dazzling,2,2.01261102066e-06
freestone,1,1.00630551033e-06
2019,1,1.00630551033e-06
hottest,2,2.01261102066e-06
ballast,1,1.00630551033e-06
adon,3,3.01891653098e-06
tranio,140,0.000140882771446
horsemen,11,1.10693606136e-05
rioting,1,1.00630551033e-06
_scattering,1,1.00630551033e-06
sounded_,1,1.00630551033e-06
ador,2,2.01261102066e-06
gunpowder,3,3.01891653098e-06
grinning,5,5.03152755164e-06
surveyors,1,1.00630551033e-06
maud,1,1.00630551033e-06
maul,2,2.01261102066e-06
estimable,2,2.01261102066e-06
ripe,48,4.83026644957e-05
delaying,2,2.01261102066e-06
lush,1,1.00630551033e-06
neapolitan,6,6.03783306197e-06
lust,84,8.45296628675e-05
ripp,3,3.01891653098e-06
acides,1,1.00630551033e-06
glared,1,1.00630551033e-06
waspish,4,4.02522204131e-06
jennet,1,1.00630551033e-06
concealing,5,5.03152755164e-06
incarnadine,1,1.00630551033e-06
glares,2,2.01261102066e-06
soundness,1,1.00630551033e-06
musitians,1,1.00630551033e-06
inlaid,1,1.00630551033e-06
balm,19,1.91198046962e-05
ball,7,7.04413857229e-06
balk,3,3.01891653098e-06
bale,1,1.00630551033e-06
bald,19,1.91198046962e-05
spenser,1,1.00630551033e-06
iago,358,0.000360257372697
hangman,21,2.11324157169e-05
dust,65,6.54098581713e-05
clotens,1,1.00630551033e-06
trudge,6,6.03783306197e-06
colour,109,0.000109687300626
harts,2,2.01261102066e-06
dispraisingly,1,1.00630551033e-06
command,184,0.0001851602139
maggot,1,1.00630551033e-06
bethump,1,1.00630551033e-06
glut,1,1.00630551033e-06
gulls,2,2.01261102066e-06
enmesh,1,1.00630551033e-06
glue,1,1.00630551033e-06
spinsters,2,2.01261102066e-06
afflicted,8,8.05044408262e-06
generous,12,1.20756661239e-05
clergyman,1,1.00630551033e-06
witcrackers,1,1.00630551033e-06
skains,1,1.00630551033e-06
metheglins,1,1.00630551033e-06
innocents,4,4.02522204131e-06
taunt,7,7.04413857229e-06
famously,2,2.01261102066e-06
snuffing,1,1.00630551033e-06
cobble,1,1.00630551033e-06
_charges,1,1.00630551033e-06
cassibelan,4,4.02522204131e-06
magnifi,1,1.00630551033e-06
crisp,3,3.01891653098e-06
onion,3,3.01891653098e-06
babylon,2,2.01261102066e-06
bilboes,1,1.00630551033e-06
unadvis,4,4.02522204131e-06
stagger,3,3.01891653098e-06
enpierced,1,1.00630551033e-06
replacement,5,5.03152755164e-06
murk,1,1.00630551033e-06
concave,3,3.01891653098e-06
murd,24,2.41513322479e-05
despisers,1,1.00630551033e-06
cuckolds,4,4.02522204131e-06
thiev,1,1.00630551033e-06
transport,6,6.03783306197e-06
ballow,1,1.00630551033e-06
henchman,1,1.00630551033e-06
avoid,38,3.82396093925e-05
noces,1,1.00630551033e-06
forgiven,6,6.03783306197e-06
sibbe,1,1.00630551033e-06
hoarded,2,2.01261102066e-06
ermengare,1,1.00630551033e-06
benefitted,1,1.00630551033e-06
stags,2,2.01261102066e-06
overgo,1,1.00630551033e-06
arviragus,62,6.23909416403e-05
trouts,1,1.00630551033e-06
stage,38,3.82396093925e-05
gained,2,2.01261102066e-06
sister,225,0.000226418739824
rebused,1,1.00630551033e-06
dishonour,60,6.03783306197e-05
foretold,4,4.02522204131e-06
seeds,8,8.05044408262e-06
gainer,2,2.01261102066e-06
alliance,17,1.71071936756e-05
miscarried,10,1.00630551033e-05
miscarries,1,1.00630551033e-06
swimmers,1,1.00630551033e-06
suborned,2,2.01261102066e-06
boisterously,1,1.00630551033e-06
justifying,1,1.00630551033e-06
verefore,1,1.00630551033e-06
sanded,1,1.00630551033e-06
naturally,4,4.02522204131e-06
function,17,1.71071936756e-05
storehouse,3,3.01891653098e-06
deliverd,1,1.00630551033e-06
delivery,4,4.02522204131e-06
construction,9,9.05674959295e-06
delivers,11,1.10693606136e-05
discoverers,1,1.00630551033e-06
count,120,0.000120756661239
official,4,4.02522204131e-06
smooth,48,4.83026644957e-05
reinforcement,1,1.00630551033e-06
undutiful,1,1.00630551033e-06
threw,32,3.22017763305e-05
tanner,2,2.01261102066e-06
bearing,81,8.15107463365e-05
scept,2,2.01261102066e-06
shepherdes,1,1.00630551033e-06
prolongs,1,1.00630551033e-06
denote,5,5.03152755164e-06
variety,3,3.01891653098e-06
choristers,1,1.00630551033e-06
inexecrable,1,1.00630551033e-06
gallantly,4,4.02522204131e-06
lading,3,3.01891653098e-06
oppression,16,1.61008881652e-05
francisca,5,5.03152755164e-06
bethrothed,1,1.00630551033e-06
unstooping,1,1.00630551033e-06
pacify,1,1.00630551033e-06
tanned,1,1.00630551033e-06
baynard,3,3.01891653098e-06
aetna,2,2.01261102066e-06
depravation,1,1.00630551033e-06
pension,3,3.01891653098e-06
rural,2,2.01261102066e-06
termless,1,1.00630551033e-06
buoy,2,2.01261102066e-06
oldest,3,3.01891653098e-06
agnize,1,1.00630551033e-06
orpheus,4,4.02522204131e-06
wreath,10,1.00630551033e-05
blanket,6,6.03783306197e-06
disobedient,5,5.03152755164e-06
treacherie,1,1.00630551033e-06
fogs,3,3.01891653098e-06
undervalu,1,1.00630551033e-06
incorporal,1,1.00630551033e-06
particularities,2,2.01261102066e-06
craveth,1,1.00630551033e-06
obaies,1,1.00630551033e-06
established,4,4.02522204131e-06
cressids,1,1.00630551033e-06
near,288,0.000289815986974
falconbridge,5,5.03152755164e-06
above,155,0.000155977354101
syracusian,7,7.04413857229e-06
cressida,179,0.000180128686349
counters,4,4.02522204131e-06
unask,1,1.00630551033e-06
sinks,6,6.03783306197e-06
usurps,5,5.03152755164e-06
pluto,8,8.05044408262e-06
ningly,1,1.00630551033e-06
pursuit,20,2.01261102066e-05
_sets,1,1.00630551033e-06
celebration,7,7.04413857229e-06
studs,1,1.00630551033e-06
dizy,1,1.00630551033e-06
balance,11,1.10693606136e-05
rigorously,1,1.00630551033e-06
smoky,6,6.03783306197e-06
wanderingly,1,1.00630551033e-06
foresters,4,4.02522204131e-06
smoke,26,2.61639432685e-05
bettered,4,4.02522204131e-06
diameter,1,1.00630551033e-06
secure,34,3.42143873511e-05
appelez,4,4.02522204131e-06
uncivil,8,8.05044408262e-06
cheats,1,1.00630551033e-06
pyramises,1,1.00630551033e-06
glance,15,1.50945826549e-05
chooser,1,1.00630551033e-06
chooses,4,4.02522204131e-06
knoll,3,3.01891653098e-06
fractions,2,2.01261102066e-06
reign,55,5.5346803068e-05
continual,15,1.50945826549e-05
droppeth,1,1.00630551033e-06
grovel,2,2.01261102066e-06
pierc,6,6.03783306197e-06
groves,6,6.03783306197e-06
tinder,3,3.01891653098e-06
mechanic,3,3.01891653098e-06
spendthrift,2,2.01261102066e-06
piers,1,1.00630551033e-06
quiver,6,6.03783306197e-06
mercatante,1,1.00630551033e-06
serpent,34,3.42143873511e-05
activities,1,1.00630551033e-06
jesu,22,2.21387212272e-05
indies,5,5.03152755164e-06
indifferent,16,1.61008881652e-05
rareness,3,3.01891653098e-06
envenomed,2,2.01261102066e-06
boats,6,6.03783306197e-06
ordinary,13,1.30819716343e-05
unwarily,1,1.00630551033e-06
unvisited,1,1.00630551033e-06
grown,63,6.33972471506e-05
troien,1,1.00630551033e-06
suing,2,2.01261102066e-06
passado,3,3.01891653098e-06
greet,45,4.52837479647e-05
greek,34,3.42143873511e-05
green,126,0.000126794494301
brecknock,1,1.00630551033e-06
unkindest,4,4.02522204131e-06
greed,5,5.03152755164e-06
zed,1,1.00630551033e-06
devote,1,1.00630551033e-06
consent,103,0.000103649467564
hereford,38,3.82396093925e-05
mayor,60,6.03783306197e-05
somewhere,3,3.01891653098e-06
supplicant,1,1.00630551033e-06
offic,3,3.01891653098e-06
goodnesse,3,3.01891653098e-06
then,2481,0.00249664397112
them,2120,0.00213336768189
affected,21,2.11324157169e-05
seleucus,11,1.10693606136e-05
remission,5,5.03152755164e-06
fragment,3,3.01891653098e-06
locusts,1,1.00630551033e-06
they,2782,0.00279954192973
thes,1,1.00630551033e-06
youngling,3,3.01891653098e-06
nebuchadnezzar,1,1.00630551033e-06
parthia,7,7.04413857229e-06
ersway,2,2.01261102066e-06
behalfs,1,1.00630551033e-06
councils,4,4.02522204131e-06
list,64,6.4403552661e-05
crimes,19,1.91198046962e-05
extincture,1,1.00630551033e-06
hurlyburly,2,2.01261102066e-06
flock,20,2.01261102066e-05
aimest,1,1.00630551033e-06
forty,33,3.32080818408e-05
vessels,5,5.03152755164e-06
strangers,23,2.31450267375e-05
vessell,1,1.00630551033e-06
prank,2,2.01261102066e-06
forth,416,0.000418623092296
sliding,1,1.00630551033e-06
exequies,1,1.00630551033e-06
laughest,1,1.00630551033e-06
lawless,7,7.04413857229e-06
lymoges,2,2.01261102066e-06
appointments,3,3.01891653098e-06
unqueen,1,1.00630551033e-06
lavache,1,1.00630551033e-06
staggers,4,4.02522204131e-06
angl,1,1.00630551033e-06
bavin,1,1.00630551033e-06
festival,6,6.03783306197e-06
placket,2,2.01261102066e-06
baptista_,1,1.00630551033e-06
macdonwald,1,1.00630551033e-06
listned,1,1.00630551033e-06
drones,3,3.01891653098e-06
aire,3,3.01891653098e-06
gooseberry,1,1.00630551033e-06
hearse,5,5.03152755164e-06
plentiful,4,4.02522204131e-06
airs,5,5.03152755164e-06
airy,14,1.40882771446e-05
disgorges,1,1.00630551033e-06
inhibited,2,2.01261102066e-06
secrecies,1,1.00630551033e-06
tithe,7,7.04413857229e-06
bibble,1,1.00630551033e-06
glorified,1,1.00630551033e-06
binde,1,1.00630551033e-06
tavern,18,1.81134991859e-05
binds,4,4.02522204131e-06
invention,32,3.22017763305e-05
solely,9,9.05674959295e-06
spectanda,1,1.00630551033e-06
huntingdon,2,2.01261102066e-06
shoals,1,1.00630551033e-06
plantagenets,2,2.01261102066e-06
manner,86,8.65422738882e-05
unearn,1,1.00630551033e-06
sluggardiz,1,1.00630551033e-06
strength,137,0.000137863854915
magnus,1,1.00630551033e-06
subduing,2,2.01261102066e-06
practices,13,1.30819716343e-05
nedar,2,2.01261102066e-06
manifested,4,4.02522204131e-06
sub,2,2.01261102066e-06
_polonius,1,1.00630551033e-06
leavening,2,2.01261102066e-06
accounted,8,8.05044408262e-06
calmness,1,1.00630551033e-06
notion,3,3.01891653098e-06
subtly,3,3.01891653098e-06
mock,128,0.000128807105322
crust,4,4.02522204131e-06
untraded,1,1.00630551033e-06
eminent,5,5.03152755164e-06
madeira,1,1.00630551033e-06
shrewsbury,22,2.21387212272e-05
wrung,5,5.03152755164e-06
subtle,37,3.72333038821e-05
blotting,2,2.01261102066e-06
scrimers,1,1.00630551033e-06
resemblance,3,3.01891653098e-06
_love,1,1.00630551033e-06
pulpit,5,5.03152755164e-06
cerberus,4,4.02522204131e-06
predecessor,2,2.01261102066e-06
do,4009,0.0040342787909
di,1,1.00630551033e-06
de,137,0.000137863854915
yielded,26,2.61639432685e-05
frowning,15,1.50945826549e-05
bettre,1,1.00630551033e-06
dy,4,4.02522204131e-06
yielder,2,2.01261102066e-06
du,3,3.01891653098e-06
dr,1,1.00630551033e-06
replant,1,1.00630551033e-06
squadron,1,1.00630551033e-06
unprovident,1,1.00630551033e-06
triumphed,1,1.00630551033e-06
unrevenged,1,1.00630551033e-06
unmake,2,2.01261102066e-06
triumphes,1,1.00630551033e-06
triumpher,1,1.00630551033e-06
depends,11,1.10693606136e-05
ruffle,5,5.03152755164e-06
93,1,1.00630551033e-06
gentleman,599,0.000602777000686
unparallel,3,3.01891653098e-06
vulgarly,1,1.00630551033e-06
propp,1,1.00630551033e-06
glansdale,4,4.02522204131e-06
props,3,3.01891653098e-06
deputies,1,1.00630551033e-06
infidel,3,3.01891653098e-06
buskin,1,1.00630551033e-06
sickens,2,2.01261102066e-06
muskos,1,1.00630551033e-06
cop,6,6.03783306197e-06
dedalus,1,1.00630551033e-06
hoyst,1,1.00630551033e-06
cot,1,1.00630551033e-06
cow,11,1.10693606136e-05
cov,1,1.00630551033e-06
coy,11,1.10693606136e-05
cox,2,2.01261102066e-06
coz,41,4.12585259234e-05
freelier,1,1.00630551033e-06
erpicturing,1,1.00630551033e-06
cod,1,1.00630551033e-06
cog,7,7.04413857229e-06
requests,14,1.40882771446e-05
com,23,2.31450267375e-05
col,1,1.00630551033e-06
con,6,6.03783306197e-06
eyesight,7,7.04413857229e-06
tucke,1,1.00630551033e-06
beheaded,6,6.03783306197e-06
jays,1,1.00630551033e-06
heals,1,1.00630551033e-06
petty,33,3.32080818408e-05
buffets,5,5.03152755164e-06
chiders,1,1.00630551033e-06
chimneys,2,2.01261102066e-06
flexible,2,2.01261102066e-06
dozens,1,1.00630551033e-06
pyramus,63,6.33972471506e-05
entreatments,1,1.00630551033e-06
families,1,1.00630551033e-06
beastly,22,2.21387212272e-05
coherent,1,1.00630551033e-06
ordnance,8,8.05044408262e-06
physician,42,4.22648314338e-05
possesse,1,1.00630551033e-06
abrupt,1,1.00630551033e-06
voice,170,0.000171071936756
fleance,17,1.71071936756e-05
discourses,5,5.03152755164e-06
discourser,1,1.00630551033e-06
audrey,32,3.22017763305e-05
penetrable,3,3.01891653098e-06
hebrew,3,3.01891653098e-06
comparative,3,3.01891653098e-06
discoursed,2,2.01261102066e-06
infold,4,4.02522204131e-06
patent,5,5.03152755164e-06
bedchamber,12,1.20756661239e-05
plated,2,2.01261102066e-06
patens,1,1.00630551033e-06
corrigible,2,2.01261102066e-06
warre,1,1.00630551033e-06
